"jahr","straftat","anzahl"
"2021","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",18
"2021","Falsche Anschuldigung (Art. 303)",5
"2021","Arglistige Vermögensschädigung (Art. 151)",1
"2021","Exhibitionismus (Art. 194)",6
"2021","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",3
"2021","Schändung (Art. 191)",1
"2021","Schwere Körperverletzung (Art. 122)",10
"2021","Tötungsdelikte (Art. 111 - 113/116)",0
"2021","Falscher Alarm (Art. 128bis)",2
"2021","Entreissdiebstahl (Art. 139)",1
"2021","Irreführung der Rechtspflege (Art. 304)",4
"2021","Freiheitsberaubung/Entführung (Art. 183)",4
"2021","Brandstiftung (Art. 221)",7
"2021","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",6
"2021","Gläubigerschädigung durch Vermögensminderung (Art. 164)",4
"2021","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2021","Gewaltdarstellungen (Art. 135)",6
"2021","Schreckung der Bevölkerung (Art. 258)",1
"2021","Fahrlässige Gefährdung (Art. 225)",6
"2021","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",0
"2021","Sexuelle Nötigung (Art. 189)",12
"2021","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",0
"2021","Störung des Totenfriedens (Art. 262)",0
"2021","Fahrlässige Tötung (Art. 117)",0
"2021","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2021","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",3
"2021","In Umlaufsetzen falschen Geldes (Art. 242)",2
"2021","Landfriedensbruch (Art. 260)",0
"2021","Störung des öffentlichen Verkehrs (Art. 237)",2
"2021","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",1
"2021","Störung des Eisenbahnverkehrs (Art. 238)",1
"2021","Urkundenfälschung im Amt (Art. 317)",0
"2021","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",0
"2021","Warenfälschung (Art. 155)",0
"2021","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2021","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",3
"2021","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",3
"2021","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",1
"2021","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",2
"2021","Inzest (Art. 213)",0
"2021","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",1
"2021","Geldfälschung (Art. 240)",2
"2021","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",0
"2021","Begünstigung (Art. 305)",3
"2021","Verletzung des Berufsgeheimnisses (Art. 321)",0
"2021","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",3
"2021","Vernachlässigung von Unterhaltspflichten (Art. 217)",3
"2021","Unterlassung der Nothilfe (Art. 128)",0
"2021","Ausnützung der Notlage (Art. 193)",0
"2021","Verweisungsbruch (Art. 291)",1
"2021","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2021","Unterdrückung von Urkunden (Art. 254)",0
"2021","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",1
"2021","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2021","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2021","Aussetzung (Art. 127)",0
"2021","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2021","Wucher (Art. 157)",0
"2021","Missbrauch von Lohnabzügen (Art. 159)",0
"2021","Bevorzugung eines Gläubigers (Art. 167)",2
"2021","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",0
"2021","Erschwerende Umstände (Art. 184)",0
"2021","Geiselnahme (Art. 185)",0
"2021","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2021","Förderung der Prostitution (Art. 195)",0
"2021","Entziehen von Minderjährigen (Art. 220)",3
"2021","Verursachung einer Explosion (Art. 223)",0
"2021","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2021","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",0
"2021","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2021","Verunreinigung von Trinkwasser (Art. 234)",0
"2021","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2021","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2021","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2021","Strafbare Vorbereitungshandlungen (260bis)",0
"2021","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2021","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2021","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2021","Störung des Militärdienstes (Art. 278)",0
"2021","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2021","Wahlfälschung (Art. 282)",0
"2021","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2021","Siegelbruch (Art. 290)",1
"2021","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2021","Falsche Beweisaussage der Partei (Art. 306)",0
"2021","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2021","Befreiung von Gefangenen (Art. 310)",0
"2021","Amtsmissbrauch (Art. 312)",0
"2021","Ungetreue Amtsführung (Art. 314)",0
"2021","Entweichenlassen von Gefangenen (Art. 319)",0
"2021","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2021","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2021","Vorteilsannahme (Art. 322sexies)",0
"2021","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2022","Fahrzeugdiebstahl (Art. 139)",463
"2022","Betrug (Art. 146)",264
"2022","Hausfriedensbruch + Diebstahl (Art. 186)",411
"2022","Diebstahl (Art. 139)",338
"2022","Sachbeschädigung + Diebstahl (Art. 144)",313
"2022","Einbruchdiebstahl (Art. 139)",268
"2022","Sachbeschädigung (Art. 144)",511
"2022","Ladendiebstahl (Art. 139)",239
"2022","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",53
"2022","Tätlichkeiten (Art. 126)",203
"2022","Unbefugte Datenbeschaffung (Art. 143)",45
"2022","Diebstahl ab/aus Fahrzeug (Art. 139)",58
"2022","Urkundenfälschung (Art. 251)",81
"2022","Geldwäscherei (Art. 305bis)",60
"2022","Einschleichdiebstahl (Art. 139)",94
"2022","Fahrlässige Körperverletzung (Art. 125)",54
"2022","Hausfriedensbruch (Art. 186)",75
"2022","Einfache Körperverletzung (Art. 123)",68
"2022","Beschimpfung (Art. 177)",59
"2022","Pornografie (Art. 197)",49
"2022","Ungehorsam gegen amtliche Verfügungen (Art. 292)",44
"2022","Unterlassung der Buchführung (Art. 166)",36
"2022","Drohung (Art. 180)",88
"2022","Taschendiebstahl (Art. 139)",29
"2022","Fahrzeugeinbruchdiebstahl (Art. 139)",36
"2022","Erschleichen einer Leistung (Art. 150)",13
"2022","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",29
"2022","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",22
"2022","Veruntreuung (Art. 138)",21
"2022","Unrechtmässige Aneignung (Art. 137)",21
"2022","Fälschung von Ausweisen (Art. 252)",14
"2022","Nötigung (Art. 181)",26
"2022","Misswirtschaft (Art. 165)",3
"2022","Verletzung des Schriftgeheimnisses (Art. 179)",19
"2022","Missbrauch einer Fernmeldeanlage (Art. 179septies)",15
"2022","Sexuelle Belästigungen (Art. 198)",14
"2022","Datenbeschädigung (Art. 144bis)",13
"2022","Erpressung (Art. 156)",22
"2022","Beteiligung Angriff (Art. 134)",10
"2022","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",22
"2022","Sexuelle Handlungen mit Kindern (Art. 187)",22
"2022","Raub (Art. 140)",6
"2022","Hinderung einer Amtshandlung (Art. 286)",26
"2022","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",17
"2022","Ungetreue Geschäftsbesorgung (Art. 158)",9
"2022","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",10
"2022","Sachentziehung (Art. 141)",3
"2022","Verleumdung (Art. 174)",17
"2022","Trickdiebstahl (Art. 139)",14
"2022","Beteiligung Raufhandel (Art. 133)",0
"2022","Üble Nachrede (Art. 173)",9
"2022","Hehlerei (Art. 160)",13
"2022","Erschleichung einer falschen Beurkundung (Art. 253)",7
"2022","Gefährdung des Lebens (Art. 129)",4
"2022","Zechprellerei (Art. 149)",3
"2022","Vergewaltigung (Art. 190)",9
"2022","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",2
"2022","Amtsanmassung (Art. 287)",13
"2022","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",9
"2022","Falsche Anschuldigung (Art. 303)",1
"2022","Arglistige Vermögensschädigung (Art. 151)",2
"2022","Exhibitionismus (Art. 194)",6
"2022","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",5
"2022","Schändung (Art. 191)",2
"2022","Schwere Körperverletzung (Art. 122)",4
"2022","Tötungsdelikte (Art. 111 - 113/116)",1
"2022","Falscher Alarm (Art. 128bis)",4
"2022","Entreissdiebstahl (Art. 139)",0
"2022","Irreführung der Rechtspflege (Art. 304)",3
"2022","Freiheitsberaubung/Entführung (Art. 183)",2
"2022","Brandstiftung (Art. 221)",3
"2022","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",4
"2022","Gläubigerschädigung durch Vermögensminderung (Art. 164)",1
"2022","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2022","Gewaltdarstellungen (Art. 135)",7
"2022","Schreckung der Bevölkerung (Art. 258)",1
"2022","Fahrlässige Gefährdung (Art. 225)",4
"2022","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",3
"2022","Sexuelle Nötigung (Art. 189)",5
"2022","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",0
"2022","Störung des Totenfriedens (Art. 262)",0
"2022","Fahrlässige Tötung (Art. 117)",2
"2022","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",1
"2022","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",3
"2022","In Umlaufsetzen falschen Geldes (Art. 242)",6
"2022","Landfriedensbruch (Art. 260)",0
"2022","Störung des öffentlichen Verkehrs (Art. 237)",3
"2022","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",1
"2022","Störung des Eisenbahnverkehrs (Art. 238)",2
"2022","Urkundenfälschung im Amt (Art. 317)",1
"2022","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",1
"2022","Warenfälschung (Art. 155)",1
"2022","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2022","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",2
"2022","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",0
"2022","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",0
"2022","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",1
"2022","Inzest (Art. 213)",0
"2022","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2022","Geldfälschung (Art. 240)",5
"2022","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",0
"2022","Begünstigung (Art. 305)",2
"2022","Verletzung des Berufsgeheimnisses (Art. 321)",0
"2022","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",2
"2022","Vernachlässigung von Unterhaltspflichten (Art. 217)",1
"2022","Unterlassung der Nothilfe (Art. 128)",0
"2022","Ausnützung der Notlage (Art. 193)",0
"2022","Verweisungsbruch (Art. 291)",2
"2022","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2022","Unterdrückung von Urkunden (Art. 254)",2
"2022","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",1
"2022","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2022","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2022","Aussetzung (Art. 127)",0
"2022","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2022","Wucher (Art. 157)",1
"2022","Missbrauch von Lohnabzügen (Art. 159)",1
"2022","Bevorzugung eines Gläubigers (Art. 167)",0
"2022","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",0
"2022","Erschwerende Umstände (Art. 184)",1
"2022","Geiselnahme (Art. 185)",0
"2022","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2022","Förderung der Prostitution (Art. 195)",0
"2022","Entziehen von Minderjährigen (Art. 220)",2
"2022","Verursachung einer Explosion (Art. 223)",1
"2022","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2022","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",0
"2022","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2022","Verunreinigung von Trinkwasser (Art. 234)",0
"2022","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2022","Fälschung amtlicher Wertzeichen (Art. 245)",1
"2022","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2022","Strafbare Vorbereitungshandlungen (260bis)",0
"2022","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2022","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2022","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",1
"2022","Störung des Militärdienstes (Art. 278)",0
"2022","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",1
"2022","Wahlfälschung (Art. 282)",0
"2022","Bruch amtlicher Beschlagnahme (Art. 289)",1
"2022","Siegelbruch (Art. 290)",1
"2022","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2022","Falsche Beweisaussage der Partei (Art. 306)",0
"2022","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2022","Befreiung von Gefangenen (Art. 310)",0
"2022","Amtsmissbrauch (Art. 312)",1
"2022","Ungetreue Amtsführung (Art. 314)",0
"2022","Entweichenlassen von Gefangenen (Art. 319)",0
"2022","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2022","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2022","Vorteilsannahme (Art. 322sexies)",0
"2022","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2023","Fahrzeugdiebstahl (Art. 139)",564
"2023","Betrug (Art. 146)",417
"2023","Hausfriedensbruch + Diebstahl (Art. 186)",624
"2023","Diebstahl (Art. 139)",394
"2023","Sachbeschädigung + Diebstahl (Art. 144)",478
"2023","Einbruchdiebstahl (Art. 139)",432
"2023","Sachbeschädigung (Art. 144)",385
"2023","Ladendiebstahl (Art. 139)",257
"2023","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",183
"2023","Tätlichkeiten (Art. 126)",234
"2023","Unbefugte Datenbeschaffung (Art. 143)",87
"2023","Diebstahl ab/aus Fahrzeug (Art. 139)",140
"2023","Urkundenfälschung (Art. 251)",131
"2023","Geldwäscherei (Art. 305bis)",71
"2023","Einschleichdiebstahl (Art. 139)",113
"2023","Fahrlässige Körperverletzung (Art. 125)",81
"2023","Hausfriedensbruch (Art. 186)",94
"2023","Einfache Körperverletzung (Art. 123)",78
"2023","Beschimpfung (Art. 177)",108
"2023","Pornografie (Art. 197)",54
"2023","Ungehorsam gegen amtliche Verfügungen (Art. 292)",85
"2023","Unterlassung der Buchführung (Art. 166)",56
"2023","Drohung (Art. 180)",118
"2023","Taschendiebstahl (Art. 139)",37
"2023","Fahrzeugeinbruchdiebstahl (Art. 139)",46
"2023","Erschleichen einer Leistung (Art. 150)",44
"2023","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",42
"2023","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",53
"2023","Veruntreuung (Art. 138)",34
"2023","Unrechtmässige Aneignung (Art. 137)",37
"2023","Fälschung von Ausweisen (Art. 252)",20
"2023","Nötigung (Art. 181)",36
"2023","Misswirtschaft (Art. 165)",10
"2023","Verletzung des Schriftgeheimnisses (Art. 179)",32
"2023","Missbrauch einer Fernmeldeanlage (Art. 179septies)",31
"2023","Sexuelle Belästigungen (Art. 198)",15
"2023","Datenbeschädigung (Art. 144bis)",16
"2023","Erpressung (Art. 156)",20
"2023","Beteiligung Angriff (Art. 134)",6
"2023","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",24
"2023","Sexuelle Handlungen mit Kindern (Art. 187)",15
"2023","Raub (Art. 140)",10
"2023","Hinderung einer Amtshandlung (Art. 286)",25
"2023","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",43
"2023","Ungetreue Geschäftsbesorgung (Art. 158)",6
"2023","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",12
"2023","Sachentziehung (Art. 141)",14
"2023","Verleumdung (Art. 174)",8
"2023","Trickdiebstahl (Art. 139)",32
"2023","Beteiligung Raufhandel (Art. 133)",23
"2023","Üble Nachrede (Art. 173)",8
"2023","Hehlerei (Art. 160)",10
"2023","Erschleichung einer falschen Beurkundung (Art. 253)",5
"2023","Gefährdung des Lebens (Art. 129)",7
"2023","Zechprellerei (Art. 149)",3
"2023","Vergewaltigung (Art. 190)",4
"2023","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",5
"2023","Amtsanmassung (Art. 287)",23
"2023","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",19
"2023","Falsche Anschuldigung (Art. 303)",5
"2023","Arglistige Vermögensschädigung (Art. 151)",4
"2023","Exhibitionismus (Art. 194)",1
"2023","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",3
"2023","Schändung (Art. 191)",0
"2023","Schwere Körperverletzung (Art. 122)",7
"2023","Tötungsdelikte (Art. 111 - 113/116)",3
"2023","Falscher Alarm (Art. 128bis)",1
"2023","Entreissdiebstahl (Art. 139)",3
"2023","Irreführung der Rechtspflege (Art. 304)",5
"2023","Freiheitsberaubung/Entführung (Art. 183)",3
"2023","Brandstiftung (Art. 221)",7
"2023","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",5
"2023","Gläubigerschädigung durch Vermögensminderung (Art. 164)",3
"2023","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2023","Gewaltdarstellungen (Art. 135)",8
"2023","Schreckung der Bevölkerung (Art. 258)",0
"2023","Fahrlässige Gefährdung (Art. 225)",5
"2023","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",0
"2023","Sexuelle Nötigung (Art. 189)",6
"2023","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",7
"2023","Störung des Totenfriedens (Art. 262)",0
"2023","Fahrlässige Tötung (Art. 117)",1
"2023","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2023","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",3
"2023","In Umlaufsetzen falschen Geldes (Art. 242)",2
"2023","Landfriedensbruch (Art. 260)",0
"2023","Störung des öffentlichen Verkehrs (Art. 237)",2
"2023","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",1
"2023","Störung des Eisenbahnverkehrs (Art. 238)",2
"2023","Urkundenfälschung im Amt (Art. 317)",1
"2023","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",0
"2023","Warenfälschung (Art. 155)",5
"2023","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2023","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",4
"2023","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",5
"2023","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",2
"2023","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",4
"2023","Inzest (Art. 213)",0
"2023","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2023","Geldfälschung (Art. 240)",2
"2023","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",3
"2023","Begünstigung (Art. 305)",0
"2023","Verletzung des Berufsgeheimnisses (Art. 321)",1
"2023","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",5
"2023","Vernachlässigung von Unterhaltspflichten (Art. 217)",1
"2023","Unterlassung der Nothilfe (Art. 128)",1
"2023","Ausnützung der Notlage (Art. 193)",0
"2023","Verweisungsbruch (Art. 291)",0
"2023","Check- + Kreditkartenmissbrauch (Art. 148)",1
"2023","Unterdrückung von Urkunden (Art. 254)",8
"2023","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",1
"2023","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2023","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2023","Aussetzung (Art. 127)",0
"2023","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2023","Wucher (Art. 157)",4
"2023","Missbrauch von Lohnabzügen (Art. 159)",1
"2023","Bevorzugung eines Gläubigers (Art. 167)",0
"2023","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",0
"2023","Erschwerende Umstände (Art. 184)",0
"2023","Geiselnahme (Art. 185)",0
"2023","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2023","Förderung der Prostitution (Art. 195)",0
"2023","Entziehen von Minderjährigen (Art. 220)",1
"2023","Verursachung einer Explosion (Art. 223)",0
"2023","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2023","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",0
"2023","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2023","Verunreinigung von Trinkwasser (Art. 234)",0
"2023","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2023","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2023","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2023","Strafbare Vorbereitungshandlungen (260bis)",0
"2023","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2023","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2023","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2023","Störung des Militärdienstes (Art. 278)",0
"2023","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2023","Wahlfälschung (Art. 282)",0
"2023","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2023","Siegelbruch (Art. 290)",3
"2023","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2023","Falsche Beweisaussage der Partei (Art. 306)",0
"2023","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2023","Befreiung von Gefangenen (Art. 310)",0
"2023","Amtsmissbrauch (Art. 312)",0
"2023","Ungetreue Amtsführung (Art. 314)",0
"2023","Entweichenlassen von Gefangenen (Art. 319)",0
"2023","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2023","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2023","Vorteilsannahme (Art. 322sexies)",0
"2023","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2024","Fahrzeugdiebstahl (Art. 139)",525
"2024","Betrug (Art. 146)",425
"2024","Hausfriedensbruch + Diebstahl (Art. 186)",419
"2024","Diebstahl (Art. 139)",402
"2024","Sachbeschädigung + Diebstahl (Art. 144)",331
"2024","Einbruchdiebstahl (Art. 139)",297
"2024","Sachbeschädigung (Art. 144)",266
"2024","Ladendiebstahl (Art. 139)",259
"2024","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",206
"2024","Tätlichkeiten (Art. 126)",141
"2024","Unbefugte Datenbeschaffung (Art. 143)",140
"2024","Diebstahl ab/aus Fahrzeug (Art. 139)",116
"2024","Urkundenfälschung (Art. 251)",104
"2024","Geldwäscherei (Art. 305bis)",98
"2024","Einschleichdiebstahl (Art. 139)",91
"2024","Fahrlässige Körperverletzung (Art. 125)",72
"2024","Hausfriedensbruch (Art. 186)",70
"2024","Einfache Körperverletzung (Art. 123)",59
"2024","Beschimpfung (Art. 177)",58
"2024","Pornografie (Art. 197)",58
"2024","Ungehorsam gegen amtliche Verfügungen (Art. 292)",52
"2024","Unterlassung der Buchführung (Art. 166)",50
"2024","Drohung (Art. 180)",43
"2024","Taschendiebstahl (Art. 139)",35
"2024","Fahrzeugeinbruchdiebstahl (Art. 139)",35
"2024","Erschleichen einer Leistung (Art. 150)",33
"2024","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",30
"2024","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",29
"2024","Veruntreuung (Art. 138)",28
"2024","Unrechtmässige Aneignung (Art. 137)",28
"2024","Fälschung von Ausweisen (Art. 252)",26
"2024","Nötigung (Art. 181)",25
"2024","Misswirtschaft (Art. 165)",23
"2024","Verletzung des Schriftgeheimnisses (Art. 179)",21
"2024","Missbrauch einer Fernmeldeanlage (Art. 179septies)",16
"2024","Sexuelle Belästigungen (Art. 198)",16
"2024","Datenbeschädigung (Art. 144bis)",16
"2024","Erpressung (Art. 156)",15
"2024","Beteiligung Angriff (Art. 134)",13
"2024","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",13
"2024","Sexuelle Handlungen mit Kindern (Art. 187)",12
"2024","Raub (Art. 140)",11
"2024","Hinderung einer Amtshandlung (Art. 286)",11
"2024","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",11
"2024","Ungetreue Geschäftsbesorgung (Art. 158)",11
"2024","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",10
"2024","Sachentziehung (Art. 141)",9
"2024","Verleumdung (Art. 174)",9
"2024","Trickdiebstahl (Art. 139)",8
"2024","Beteiligung Raufhandel (Art. 133)",8
"2024","Üble Nachrede (Art. 173)",8
"2024","Hehlerei (Art. 160)",8
"2024","Erschleichung einer falschen Beurkundung (Art. 253)",8
"2024","Gefährdung des Lebens (Art. 129)",7
"2024","Zechprellerei (Art. 149)",7
"2024","Vergewaltigung (Art. 190)",7
"2024","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",7
"2024","Amtsanmassung (Art. 287)",7
"2024","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",7
"2024","Falsche Anschuldigung (Art. 303)",6
"2024","Arglistige Vermögensschädigung (Art. 151)",6
"2024","Exhibitionismus (Art. 194)",5
"2024","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",5
"2024","Schändung (Art. 191)",5
"2024","Schwere Körperverletzung (Art. 122)",4
"2024","Tötungsdelikte (Art. 111 - 113/116)",4
"2024","Falscher Alarm (Art. 128bis)",4
"2024","Entreissdiebstahl (Art. 139)",3
"2024","Irreführung der Rechtspflege (Art. 304)",3
"2024","Freiheitsberaubung/Entführung (Art. 183)",3
"2024","Brandstiftung (Art. 221)",3
"2024","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",3
"2024","Gläubigerschädigung durch Vermögensminderung (Art. 164)",3
